BranchCode,BranchName,City,Pincode,District,State,StdCode,PhoneNumber,EmailId,IFSC_Code,BranchCircle,Address-1,Address-2,Address-3
16031,NEW RANIP `BRANCH AHMEDABAD,KADI(N.G.),382480,AHMEDABAD,GUJRAT,79,,SBI.16031@SBI.CO.IN,SBIN0016031,AHMEDABAD,"B/28, INDRAPRASTH 9,",ANAND PARTY PLOT,NEW RANIP AHMEDABAD
03677,RIL (KOYALI),RAJPIPLA,393346,BARODA,GUJRAT,265,2230744,sbi.03677@sbi.co.in,SBIN0003677,AHMEDABAD,"P.O. PETROCHEMICALS,","P.O. PETROCHEMICALS,","BARODA, GUJRAT"
01032,SABARMATI (AHMEDABAD),AHMEDABAD/ GANDHI NAGAR,380005,AHMEDABAD,GUJRAT,79,27500683,sbi.01032@sbi.co.in,SBIN0001032,AHMEDABAD,"KABIR CHOWK, AHMEDABAD,",A HMEDABAD,"AHMEDABAD, GUJRAT"
14973,SARGASAN,KADI(N.G.),382004,GANDHINAGAR,GUJRAT,79,,sbi.14973@sbi.co.in,SBIN0014973,AHMEDABAD,"SARTHAK THE MALL, KH ROAD","SARGASAN CHOKDI, SG HIGHWAY",SARGASAN
11007,VAPI ROAD NANAPONDA,VALSAD- DAMAN,396126,BULSAR,GUJRAT,2633,250350,sbi.11007@sbi.co.in,SBIN0011007,AHMEDABAD,NANAPONDA CHAR RASTA,NANAPONDA TA KAPRADA,GUJRAT
60324,BANTAI,KADI(N.G.),382120,AHMEDABAD,GUJRAT,2715,242102,sbi.60324@sbi.co.in,SBIN0060324,AHMEDABAD,BANTAI-382120,TALUKA - DETROJ,DIST-AHMEDABAD
01294,LUNAVADA,DEVGAD BARIA,389230,MAHISAGAR,GUJRAT,26740,253890,sbi.01294@sbi.co.in,SBIN0001294,AHMEDABAD,FUVARA CHOWK,LUNAWADA,"DIST:GODHRA, GUJRAT"
60078,PRATAP ROAD WANKANER,SURENDRANAGAR,363621,MORBI,GUJRAT,2828,220519,sbi.60078@sbi.co.in,SBIN0060078,AHMEDABAD,PRATAP ROAD NEAR POST OFFICE,POST BAG NO 2,WANKANER
12250,REGIONAL BUSINESS OFFICE BHARUCH,BHARUCH,392001,BHARUCH,GUJRAT,2642,"226701,02,03",sbi.12250@sbi.co.in,SBIN0012250,AHMEDABAD,"1, PRITAM NAGAR",NEAR KASAK CIRCLE,BHARUCH
60235,SARA,SURENDRANAGAR,363334,SURENDRANAGAR,GUJRAT,2756,255326,sbi.60235@sbi.co.in,SBIN0060235,AHMEDABAD,SARA,SARA-363334,DIST-SURENDRANAGAR
60254,VAGADIYA,SURENDRANAGAR,363530,SURENDRANAGAR,GUJRAT,2756,263321,sbi.60254@sbi.co.in,SBIN0060254,AHMEDABAD,VAGADIA-363530,TALUKA-MULI,DIST-SURENDRANAGAR
02627,AJWA ROAD(BARODA),BARODA,390019,BARODA,GUJRAT,265,2562208,sbi.02627@sbi.co.in,SBIN0002627,AHMEDABAD,NEW WATER TANK,"AJWA ROAD, S K PATEL COMPOUND","BARODA, GUJRAT"
04423,JUDGES BUNGLOW AREA AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380015,AHMEDABAD,GUJRAT,79,26873232,sbi.04423@sbi.co.in,SBIN0004423,AHMEDABAD,"SHOP NO 3,4,5 DEVASHISH COMPLEX","NEAR POPULAR DOMAIN, BODAKDEV","AHMEDABAD,GUJRAT"
60103,LIMBDI,SURENDRANAGAR,363421,SURENDRANAGAR,GUJRAT,2753,260308,sbi.60103@sbi.co.in,SBIN0060103,AHMEDABAD,STATION ROAD NEAR POST OFFICE,LIMBDI-363421,DIST-SURENDRANAGAR
60073,M G ROAD GONDAL,PORBANDAR,360311,RAJKOT,GUJRAT,2825,220087,SBI.60073@SBI.CO.IN,SBIN0060073,AHMEDABAD,MAHATMA GANDHI ROAD,"KADIA LINE, GONDAL","DIST: RAJKOT, GUJARAT"
17900,NIKOL CHAR RASTA,KADI(N.G.),382350,AHMEDABAD,GUJRAT,79,,sbi.17900@sbi.co.in,SBIN0017900,AHMEDABAD,"SH.NO15,16 &17,GR.FLOOR PALM RESIDENCY","ARCADE, SUKAM BUNGLOW CHAR RASTA","NIKOL- NARODA ROAD, NIKOL AHMEDABAD"
60039,DAMNAGAR,KOVAYA,365220,AMRELI,GUJRAT,2793,222024,sbi.60039@sbi.co.in,SBIN0060039,AHMEDABAD,KAPOWADI,DAMNAGAR,AMRELI
60032,DHARI,KOVAYA,365640,AMRELI,GUJRAT,2797,221019,sbi.60032@sbi.co.in,SBIN0060032,AHMEDABAD,"BANK ROAD, GANDHI HOUSE",DHARI,AMRELI
08416,DUGARI SAB,PETLAD,388625,ANAND,GUJRAT,2698,284641,sbi.08416@sbi.co.in,SBIN0008416,AHMEDABAD,"OPP PANCHAYAT BHAVAN DUGARI, TA -TARAPU",DIST ANAND,GUJRAT
10968,GOTRI ROAD BRANCH,BARODA,390021,BARODA,GUJRAT,265,2371098,sbi.10968@sbi.co.in,SBIN0010968,AHMEDABAD,"GF - 2,3,4,5,13,14, & FF 2,,3,4, NANDIS","NANDISH COMPLEX, OPP YASH COMPLEX,","NEAR NUCLEAR PARK, GOTRI ROAD BARODA"
14988,KHADIA,JUNAGADH,362263,JUNAGADH,GUJRAT,285,02852681015,sbi.14988@sbi.co.in,SBIN0014988,AHMEDABAD,"BEHIND MANGALAM HOTEL,KHADIYA CIRCLE","NEAR BUS STAND, KHADIA",TA & DIST. JUNAGADH
60007,BHAVNAGAR DARBARGADH,BHAVNAGAR,364001,BHAVNAGAR,GUJRAT,278,2518970,sbi.60007@sbi.co.in,SBIN0060007,AHMEDABAD,"POST BOX NO112, AMBA CHOWK",DARBARGADH,BHAVNAGAR
60256,MADHADA,BHAVNAGAR,364225,BHAVNAGAR,GUJRAT,2846,285022,sbi.602562sbi.co.in,SBIN0060256,AHMEDABAD,TALUKA : SIHOR,MADHADA,MADHADA
60398,NARANPUR KUTCH,MUNDRA,370430,KUTCH,GUJRAT,2832,282290,sbi.60398@sbi.co.in,SBIN0060398,AHMEDABAD,SWAMINAYAN MANDIRLADIES,"UPLOVAS , NARANPAR RAVRI",BHUJ KUTCH-370430
40421,PANCHAVATICIRCLE AHMEDABAD,NULL,0,AHMEDABAD,GUJRAT,7900,26400455,ahmedabad@sbi.co.in,NULL,AHMEDABAD,SHITY TARNA BULDG,"GROUND FLOOR, PANCHAVATI","CIRCLE, OFF.C.G"
16038,ALTHAN BRANCH SURAT,SURAT,395017,SURAT,GUJRAT,261,2260094,sbi.16038@sbi.co.in,SBIN0016038,AHMEDABAD,SHOP NO 1 TO 2 & SHOW ROOM NO 1,"ANUPAM SQUARE, NEAR SIX ROAD JUNCTION",ALTHAN SURAT
18084,GHANAD,SURENDRANAGAR,363110,SURENDRANAGAR,GUJRAT,2759,290347,SBI.18084@SBI.CO.IN,SBIN0018084,AHMEDABAD,VILLAGE: GHANAD,TALUKA: LAKHTAR,DIST : SURENDRANAGAR
60419,PADDHARI,PORBANDAR,360110,RAJKOT,GUJRAT,2820,233466,sbi.60419@sbi.co.in,SBIN0060419,AHMEDABAD,PADDHARI,PADDHARI,DIST-RAJKOT
02656,KALSAR,PETLAD,388230,KHEDA,GUJRAT,2699,285246,sbi.02656@sbi.co.in,SBIN0002656,AHMEDABAD,POST: KALSAR,"TAL: THASRA,","DIST:KHEDA, GUJRAT"
03844,DESAR,CHHOTA-UDEPUR,391774,BARODA,GUJRAT,2667,235241,SBI.03844@SBI.CO.IN,SBIN0003844,AHMEDABAD,SALVI,"BARODA, GUJRAT",391774
18831,JANGAR BRANCH,JUNAGADH,362255,JUNAGADH,GUJRAT,2870,287301,SBI.18831@SBI.CO.IN,SBIN0018831,AHMEDABAD,"VILL-JANGAR, TAL- MALIYA,JUNAGADH",DIST-JUNAGADH,JUNAGADH
03251,JUNAGADH,JUNAGADH,362001,JUNAGADH,GUJRAT,285,2621094,sbi.03251@sbi.co.in,SBIN0003251,AHMEDABAD,DIWAN CHOWK,MAHILA SAMAJ BUILDING,"DIST:JUNAGADH, GUJRAT"
15169,KOHINOOR KARNAVATI BRANCH,AHMEDABAD/ GANDHI NAGAR,380015,AHMEDABAD,GUJRAT,79,,sbi.15169@sbi.co.in,SBIN0015169,AHMEDABAD,STATE BANK OF INDIA,"SHOP NO. 1A & 2 , GROUND FLOOR,PINNACLE","CORPORATE ROAD ,PRAHLADNAGAR,AHMEDABAD"
07823,MEMNAGAR (AHMEDABAD),AHMEDABAD/ GANDHI NAGAR,380052,AHMEDABAD,GUJRAT,79,27490207,sbi.07823@sbi.co.in,SBIN0007823,AHMEDABAD,"21 NEW RAJDEEP SOCIETY,",MEMANAGAR,"AHMEDABAD, GUJRAT"
60129,SP. PBB AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380001,AHMEDABAD,GUJRAT,79,25504429,sbi.60129@sbi.co.in,SBIN0060129,AHMEDABAD,STATE BANK OF INDIA,"BHADRA, LHO BUILDING, GROUND FLOOR,",AHMEDABAD
05148,VARACHHA ROAD SURAT,SURAT,395006,SURAT,GUJRAT,261,2550526,sbi.05148@sbi.co.in,SBIN0005148,AHMEDABAD,409/410 PODDAR ARCADE,KHAND BAZAAR VARACHHA ROAD,SURAT
04519,CHANASMA,MEHSANA,384220,PATAN,GUJRAT,2734,222130,SBI.04519@SBI.CO.IN,SBIN0004519,AHMEDABAD,POST CHANASMA,TA CHANASMA,PATAN
13481,KALADARSHAN CHAR RASTA BRANCH VADODARA,BARODA,390019,BARODA,GUJRAT,265,2520752,sbi.13481@sbi.co.in,SBIN0013481,AHMEDABAD,SHOP NO. 5 6 7 MAHAVIR PARK SOCIETY,NEAR KALADARSHAN CHAR RASTA,"VADODARA, GUJARAT"
60466,KAPODRA SURAT,SURAT,395006,SURAT,GUJRAT,261,2555526,sbi.60466@sbi.co.in,SBIN0060466,AHMEDABAD,"A-7, SHANKARNAGAR SOCIETY,","KAPODRA CHAR RASTA, VARACHHA ROAD,","KAPODRA, SURAT"
04669,SADHLI SARDARNAGAR,CHHOTA-UDEPUR,391250,CHHOTA UDAIPUR,GUJRAT,2666,241224,sbi.04669@sbi.co.in,SBIN0004669,AHMEDABAD,SARDARNAGAR,AT & POST SADHLI,"TALUKA SINOR, DISTRICT VADODARA"
13025,VEJALPUR,DEVGAD BARIA,389340,PANCHMAHALS,GUJRAT,2676,,sbi.13025@sbi.co.in,SBIN0013025,AHMEDABAD,MAIN BAZAR,"VEJALPUR, DIST PANCHMAHAL",GUJRAT
03324,BHATPUR,CHHOTA-UDEPUR,391130,CHHOTA UDAIPUR,GUJRAT,2665,234345,sbi.03324@sbi.co.in,SBIN0003324,AHMEDABAD,"TALUKA SANKHEDA,",DISTT BARODA,"BARODA, GUJRAT"
05589,NAVJIVAN HOUSING SOCIETY BRANCH,BARODA,390019,BARODA,GUJRAT,265,2510960,sbi.05589@sbi.co.in,SBIN0005589,AHMEDABAD,"AJWA ROAD, OPP MAHAVIR HALL","VADODARA,","DIST:VADODARA, GUJRAT"
00443,PALANPUR,BANASKANTHA,385001,BANASKANTHA,GUJRAT,2742,257149,sbi.00443@sbi.co.in,SBIN0000443,AHMEDABAD,"SUPER MARKET, OPP: OLD GANJ BAZAR",PALANPUR,DIST: BANASKANTHA GUJRAT
32680,MOXI VADODARA,CHHOTA-UDEPUR,391780,BARODA,GUJRAT,,,SBI.32680@SBI.CO.IN,NULL,AHMEDABAD,"GROUND FLOOR, CHORA VALU FALIYU",NEAR SHIV BAL MANDIR,"VILLAGE MOKSI, TALUKA SAVLI, DT VADODAR"
05020,SMECC SURAT,SURAT,395002,SURAT,GUJRAT,261,2465628,SBI.05020@SBI.CO.IN,SBIN0005020,AHMEDABAD,"A BLOCK, 3RD FLOOR",INTERNATIONAL TRADE CENTRE,"MAJURA GATE, RING ROAD, SURAT"
07609,DEVGAM,KOVAYA,365460,AMRELI,GUJRAT,2796,247048,sbi.07609@sbi.co.in,SBIN0007609,AHMEDABAD,TAL-KUKAVAV,"DIST:AMRELI,",GUJRAT
02651,GUJRAT UNIVERSITY (AHMEDABAD),AHMEDABAD/ GANDHI NAGAR,380009,AHMEDABAD,GUJRAT,79,27913857,SBI.02651@SBI.CO.IN,SBIN0002651,AHMEDABAD,OPP. GUJARAT UNIVER LIBRARY,"NAVRANGPURA, AHMEDABAD,","AHMEDABAD, GUJRAT"
19188,INTOUCH JUNAGADH,JUNAGADH,362001,JUNAGADH,GUJRAT,285,2634036,SBI.19188@SBI.CO.IN,,AHMEDABAD,"GROUND FLOOR, MILLENIUM ARCADE,","ZANZARDA BYPASS CHOWKDI,",JUNAGADH
60325,MODHUKA,PORBANDAR,360055,RAJKOT,GUJRAT,2821,278213,sbi.60325@sbi.co.in,SBIN0060325,AHMEDABAD,MODHUKA,TALUKA-JASDAN,DIST-RAJKOT
11017,PARVAT PATIA SURAT,SURAT,395010,SURAT,GUJRAT,261,2904759,sbi.11017@sbi.co.in,SBIN0011017,AHMEDABAD,"SHOP NO. 11,12,13, CITY PLAZA COMPLEX","POONA PATIA, KADODARA ROAD",SURAT
03521,PRATAPNAGAR(DISTT NARMADA),RAJPIPLA,393140,NARMADA,GUJRAT,2640,249646,sbi.03521@sbi.co.in,SBIN0003521,AHMEDABAD,PRATAPNAGAR,TALUKA NANDOD,DISTT NARMADA(GUJRAT)
03270,SUNDHIA,MEHSANA,384345,MEHSANA,GUJRAT,2761,273431,sbi.03270@sbi.co.in,SBIN0003270,AHMEDABAD,TA VADNAGAR,GUJRAT,384345
09162,VIP ROAD (BARODA),BARODA,390018,BARODA,GUJRAT,265,2486063,SBI.09162@SBI.CO.IN,SBIN0009162,AHMEDABAD,"VIRNAGAR SOCIETY, VIP ROAD,",BARODA,"BARODA, GUJRAT"
18353,BHARTHANA SURAT,SURAT,395007,SURAT,GUJRAT,261,,SBI.18353@SBI.CO.IN,,AHMEDABAD,BHAGWAN MAHAVIR EDUCATION FOUNDATION,"BEHIND HEENA BUNGLOWS,","VIP ROAD BHARTHANA, SURAT 395007"
07610,JUNA SAVAR,BHAVNAGAR,364561,AMRELI,GUJRAT,2845,289430,SBI.07610@SBI.CO.IN,SBIN0007610,AHMEDABAD,"TAL : SAVARKUNDLA,",AMRELI,GUJRAT
08986,KHAMBHEL SAB,MEHSANA,384210,MEHSANA,GUJRAT,2734,268332,SBI.08986@SBI.CO.IN,SBIN0008986,AHMEDABAD,TALUKA:BECHARJI,DIST:MEHSANA,GUJRAT
60062,RANAVAV,PORBANDAR,360550,PORBANDAR,GUJRAT,2801,230388,,SBIN0060062,AHMEDABAD,BAZAR ROAD,RANAVAV-360550,DIST-PORBANDAR
60403,SURAT PARLE POINT,SURAT,395007,SURAT,GUJRAT,261,2650837,sbi.60403@sbi.co.in,SBIN0060403,AHMEDABAD,AMIZARA SHOPPING COMPLEX,NEAR SURAT TENNIS CLUB,PARLE POINT SURAT
07770,DEVSAR,VALSAD- DAMAN,396380,NAVSARI,GUJRAT,26340,278076,SBI.O7770@SBI.CO.IN,SBIN0007770,AHMEDABAD,AGRI. PRODUCE MARKET SHOPPING,"CENTRE, NURSERY ROAD,",DIST:NAVASAR GUJRAT
09931,JELANA,BANASKANTHA,385575,BANASKANTHA,GUJRAT,2740,221560,sbi.09931@sbi.co.in,SBIN0009931,AHMEDABAD,PO: JELANA,TALUKA: WAV,"DIST:BANASKANTHA, GUJRAT"
15232,KAHODA,MEHSANA,384130,MEHSANA,GUJRAT,2767,,sbi.15232@sbi.co.in,SBIN0015232,AHMEDABAD,TALUKA - UNJHA,DIST - MAHESANA,GUJRAT
02665,KUKARWADA,KADI(N.G.),382830,MEHSANA,GUJRAT,2763,252587,sbi.02665@sbi.co.in,SBIN0002665,AHMEDABAD,"TALUKA:VIJAPUR,","DIST:MEHSANA,",GUJRAT
03093,MADHUPURA (AHMEDABAD),AHMEDABAD/ GANDHI NAGAR,380004,AHMEDABAD,GUJRAT,79,25624319,sbi.03093@sbi.co.in,SBIN0003093,AHMEDABAD,"ADVANI MARKET,","OUTSIDE DELHI GATE, AHMEDABAD,","AHMEDABAD, GUJRAT"
05744,WADHWAN,SURENDRANAGAR,363035,SURENDRANAGAR,GUJRAT,2752,241304,sbi.05744@sbi.co.in,SBIN0005744,AHMEDABAD,"G.I.D.C., WADHWAN",MARKETING YARD COMPOUND,WADHWAN DIST. SURENDRANAGAR
04320,APMC VASNA,AHMEDABAD/ GANDHI NAGAR,380055,AHMEDABAD,GUJRAT,79,26824551,sbi.04320@sbi.co.in,SBIN0004320,AHMEDABAD,NEAR : VASNA OCTROI NAKA,VASNA AHMEDABAD,AHMEDABAD
60105,CHUDA SURENDRA NAGAR,SURENDRANAGAR,363410,SURENDRANAGAR,GUJRAT,2753,233336,sbi.60105@sbi.co.in,SBIN0060105,AHMEDABAD,BAZAR,CHUDA-363410,DIST-SURENDRANAGAR
08452,KUDADARA,RAJPIPLA,393030,BHARUCH,GUJRAT,2646,287276,sbi.08452@sbi.co.in,SBIN0008452,AHMEDABAD,"TAL:HANSOT,","DIST:BHARUCH,",GUJRAT
05521,GAVADA SAB,KADI(N.G.),382815,MEHSANA,GUJRAT,2763,246646,sbi.05521@sbi.co.in,SBIN0005521,AHMEDABAD,POST GAVADA,"TALUKA VIJAPUR,","DIST:MEHSANA, GUJRAT"
14143,RAJNAGAR,PORBANDAR,360001,RAJKOT,GUJRAT,281,2570580,sbi.14143@sbi.co.in,SBIN0014143,AHMEDABAD,RAJNAGAR CHOWK JAY PARK,NANA MAVA ROAD,RAJKOT
00488,SURAT,SURAT,395001,SURAT,GUJRAT,2610,2462708,SBI.00488@SBI.CO.IN,SBIN0000488,AHMEDABAD,"POST NO. 1., CHOWK BAZAR,","SURAT,","DIST:SURAT, GUJRAT"
06955,AHWA,UDHNA UDYOGNAGAR,394710,DANGS,GUJRAT,2631,220250,SBI.06955@SBI.CO.IN,SBIN0006955,AHMEDABAD,"OPP.MAHITI KENDRA,",AHWA,"DIST:DANGS, GUJRAT"
00554,BHACHAU(KUTCH),MUNDRA,370140,KUTCH,GUJRAT,2837,224035,SBI.00554@SBI.CO.IN,SBIN0000554,AHMEDABAD,POST:BHACHAU,"DIST:KUTCH, GUJRAT",370140
02636,BHATHA,UDHNA UDYOGNAGAR,394510,SURAT,GUJRAT,261,2840235,SBI.02636@SBI.CO.IN,SBIN0002636,AHMEDABAD,TAL CHORYASI,"DIST:SURAT,",GUJRAT
10982,KALAVAD,PORT OKHA,361160,JAMNAGAR,GUJRAT,2894,222727,SBI.10982@SBI.CO.IN,SBIN0010982,AHMEDABAD,BHUMI COMPLEX,CINEMA ROAD,KALAVAD
60439,PARIMAL CHOWK WAGHAWADI ROAD,BHAVNAGAR,364001,BHAVNAGAR,GUJRAT,278,2471844,sbi.60439@sbi.co.in,SBIN0060439,AHMEDABAD,BHAVNAGAR,WAGHAWADI ROAD,BHAVNAGAR
07769,PIMPARI,UDHNA UDYOGNAGAR,394715,DANGS,GUJRAT,,02631290097,SBI.07769@SBI.CO.IN,SBIN0007769,AHMEDABAD,AHWA,DIST:DANGS,GUJRAT
60438,S.M.E.LAW GARDEN BRANCH AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380006,AHMEDABAD,GUJRAT,79,26420278,sbi.60438@sbi.co.in,SBIN0060438,AHMEDABAD,"ZODIAC AVENUE,",OPP COMMISSIONERS BUNGALOW,"LAW GARDEN,AHMEDABAD"
05720,SISWA(DIST.KHEDA),PETLAD,388530,ANAND,GUJRAT,2696,288176,sbi.05720@sbi.co.in,SBIN0005720,AHMEDABAD,"TALUK BORSAD,",DIST:KHEDA,"DIST:KHEDA, GUJRAT"
13205,CASH ADMINISTRATIVE CELL-2 (CAC-2)SURAT,SURAT,395003,SURAT,GUJRAT,261,2461289,sbi.13205@sbi.co.in,SBIN0013205,AHMEDABAD,SBI CHOWK BAZAR BRANCH BUILDING,CHOWK BAZAR,SURAT
16382,CHANGODAR SME,KADI(N.G.),382213,AHMEDABAD,GUJRAT,2717,250118,sbi.16382@sbi.co.in,SBIN0016382,AHMEDABAD,"GAGAN RESTAURANT,",CHANGODAR-BAVLA HIGH WAY,"CHANGODAR DISTRICT, AHMEDABAD"
60077,JASDAN,PORBANDAR,360050,RAJKOT,GUJRAT,2821,220037,sbi.60077@sbi.co.in,SBIN0060077,AHMEDABAD,PATEL STREET,JASDAN,JASDAN
16381,SWAMINARAYANA TEMPLE BAVLA,KADI(N.G.),382220,AHMEDABAD,GUJRAT,2714,,sbi.16381@sbi.co.in,SBIN0016381,AHMEDABAD,"AAKRUTI ARCADE, NEAR NATIONAL HIGHWAY","BAVLA ,DIST, AHMEDABAD",AHMEDABAD
03497,SANKHEDA,CHHOTA-UDEPUR,391145,CHHOTA UDAIPUR,GUJRAT,26650,243254,SBI.03497@SBI.CO.IN,SBIN0003497,AHMEDABAD,NEAR POST OFFICE,"BARODA,",GUJRAT
17901,SPECIALISED COMMERCIAL BR AHMEDABAD,AHMEDABAD/ GANDHI NAGAR,380004,AHMEDABAD,GUJRAT,79,,sbi.17901@sbi.co.in,SBIN0017901,AHMEDABAD,"SHOP NO. 1 TO 5, GROUND FLOOR","ADVANCE BUSINESS PARK, OPP SWAMINARAYAN","TEMPLE, SHAHIBAUG, AHMEDABAD"
14989,BAMNASA GEHD,JUNAGADH,362625,JUNAGADH,GUJRAT,2871,,sbi.14989@sbi.co.in,SBIN0014989,AHMEDABAD,GIVINDBHAI V SOLANKI'S HOUSE,BAMNASA,TQ. & DIST: JUNAGADH
02634,BHADER,KOVAYA,365645,AMRELI,GUJRAT,2797,237422,SBI.02634@SBI.CO.IN,SBIN0002634,AHMEDABAD,TALUKA DHARI,"DIST:AMRELI,",GUJRAT
10998,MAROLI,VALSAD- DAMAN,396436,NAVSARI,GUJRAT,2637,273788,sbi.10998@sbi.co.in,SBIN0010998,AHMEDABAD,"UBHRAT ROAD, MAROLIBAZAR",TAL . JALAPORE,DIST: NAVSARI
18672,SOMATALAV,BARODA,390025,BARODA,GUJRAT,,7600037658,SBI.18672@SBI.CO.IN,,AHMEDABAD,"SHOP NO 1 TO 8, KANHA HEIGHTS",SOMATALAV-DABHOI ROAD,VADODARA
10393,CCPC SURAT,SURAT,395002,SURAT,GUJRAT,261,2360285,SBI.10393@SBI.CO.IN,SBIN0010393,AHMEDABAD,MERIDIAN TOWER,UDHNA DARWAJA,SURAT
00553,CHHOTA-UDAIPUR,CHHOTA-UDEPUR,391165,CHHOTA UDAIPUR,GUJRAT,2669,233641,sbi.00553@sbi.co.in,SBIN0000553,AHMEDABAD,"STATION ROAD, NEAR S.T.DEPOT",DIST BARODA,"BARODA, GUJRAT"
60422,KERA DISTT BHUJ,MUNDRA,370430,KUTCH,GUJRAT,2832,282482,sbi.60422@sbi.co.in,SBIN0060422,AHMEDABAD,PATEL SAMAJWADI ROAD,KERA,TA-BHUJ KACHCHH
00341,VALSAD,VALSAD- DAMAN,396001,BULSAR,GUJRAT,2632,242632,sbi.00341@sbi.co.in,SBIN0000341,AHMEDABAD,NR AMBAMATA TEMPLE,"MOTA BAZAR, VALSAD",DIST VALSAD GUJRAT
11000,MEGHRAJ,MODASA,383350,ARAVALLI,GUJRAT,2773,244555,sbi.11000@sbi.co.in,SBIN0011000,AHMEDABAD,C J SHOPPING CENTRE,OPP HIGHSCHOOL MEGHRAJ,"DISTT SABARKANTHA, GUJRAT"
01948,SOMESHWARA COMPLEX(AHMEDABAD),AHMEDABAD/ GANDHI NAGAR,380015,AHMEDABAD,GUJRAT,79,26921570,sbi.01948@sbi.co.in,SBIN0001948,AHMEDABAD,"1ST FLOOR,SATH SANGATH BLDG.,","132 FEET RING ROAD, SATELLITE","AREA,AHMEDABAD,, GUJRAT"
10993,SOSYO CIRCLE BRANCH SURAT,SURAT,395007,SURAT,GUJRAT,261,2633133,sbi.10993@sbi.co.in,SBIN0010993,AHMEDABAD,12-13 NAVRANG IND.SOCIETY,UDHNA MAGADALLA ROAD,"NR SHREE SARVODAY PERTOLPUMP,SURAT"
13100,R B O-3 VADODARA,BARODA,390005,BARODA,GUJRAT,265,2362082,sbi.13100@sbi.co.in,SBIN0013100,AHMEDABAD,5TH FLOOR PARADISE COMPLEX,SAYAJIGUNJ,VADODARA
60405,RAJKOT RING ROAD,PORBANDAR,360005,RAJKOT,GUJRAT,281,2584785,sbi.60405@sbi.co.in,SBIN0060405,AHMEDABAD,CLASSIC COMPLEX 1ST FLOOR,OPP.ROSARY SCHOOL,RING ROAD RAJKOT
60226,VARJANG JALIYA,PORBANDAR,360490,RAJKOT,GUJRAT,2826,282160,sbi.60226@sbi.co.in,SBIN0060226,AHMEDABAD,VARJANG JALIA,TALUKA-UPLETA,DIST-RAJKOT
32157,DHANDHUKA EAST,KADI(N.G.),382460,AHMEDABAD,GUJRAT,2713,,sbbj11157@sbi.co.in,NULL,AHMEDABAD,"SHOP. NO. 51, OPP. RLY .STATION ,","ADAVAN NAKA, NEAR MAMLATDAR","OFFICE, DHANDHUKA"
10999,MAVDI AREA RING ROAD,PORBANDAR,360005,RAJKOT,GUJRAT,,,sbi.10999@sbi.co.in,SBIN0010999,AHMEDABAD,INDRA PRASTHA,MAVDI PLOT MAIN ROAD,NEAR 150 FEET RING ROAD-RAJKOT
16045,NIZAMPURA,BARODA,390002,BARODA,GUJRAT,265,2784436,sbi.16045@sbi.co.in,SBIN0016045,AHMEDABAD,"SHREE HARI COMMERCIAL COMPLEX,","40, TAPOVAN SOCIETY OPP. GHELANI PETROL",PUMP
03119,VITHAL UDYOGNAGAR,PETLAD,388121,ANAND,GUJRAT,2692,230242,SBI.03119@SBI.CO.IN,SBIN0003119,AHMEDABAD,ANAND SOJITRA ROAD,ANAND,GUJRAT
60018,DIHOR,BHAVNAGAR,364150,BHAVNAGAR,GUJRAT,2842,285239,sbi.60018@sbi.co.in,SBIN0060018,AHMEDABAD,BAZAR TALUKA : TALAJA,DIHOR,BHAVNAGAR
60260,GUNDARAN,BHAVNAGAR,364220,AMRELI,GUJRAT,2793,285646,sbi.60260@sbi.co.in,SBIN0060260,AHMEDABAD,GUNDARAN-364220,TALUKA-LILIA MOTA,DIST-AMRELI
00494,UNJHA,MEHSANA,384170,MEHSANA,GUJRAT,2767,255554,sbi.00494@sbi.co.in,SBIN0000494,AHMEDABAD,"STATION ROAD,",DIST:MEHSANA,GUJRAT
14990,GADKHOL,RAJPIPLA,393002,BHARUCH,GUJRAT,2646,220115,sbi.14990@sbi.co.in,SBIN0014990,AHMEDABAD,C/O F M AMIN PETROL PUMP COMPOUND,"RAJPIPLA CHOKDI,GADKHOL,(TAL ANKLESHWAR",DIST. BHARUCH
01754,I E VATVA,KADI(N.G.),382445,AHMEDABAD,GUJRAT,79,25831284,sbi.01754@sbi.co.in,SBIN0001754,AHMEDABAD,VATVA INDUSTRIAL ASSN BLDG,AHMEDABAD,"AHMEDABAD, GUJRAT"
60417,SIKKA,PORT OKHA,361141,JAMNAGAR,GUJRAT,288,2344327,sbi.60417@sbi.co.in,SBIN0060417,AHMEDABAD,GEB THERMAL POWER STN,SIKKA-361141,DIST-JAMNAGAR
01842,DIWANPARA BRANCH,BHAVNAGAR,364001,BHAVNAGAR,GUJRAT,2780,2200615,SBI.01842@SBI.CO.IN,SBIN0001842,AHMEDABAD,'AKSHAT' SIR PATTNI ROAD,NEAR GHOGHA CIRCLE,"DIST:BHAVNAGAR, GUJRAT"
14999,M.G.ROAD RAJPILA,RAJPIPLA,393145,NARMADA,GUJRAT,2640,,sbi.14999@sbi.co.in,SBIN0014999,AHMEDABAD,KARJAN GOVT. STAFF COLONY,OPP.KARJAN VAHIVATI SANKUL,"M.G.ROAD,RAJPILA"
