SR NO,REGION,MACHINE,REF NO,ADDRESS,EXPIRY DATE,PERIOD 1,Payment Terms,MODEL,RATE,QTY,TYPE,STATUS
122,BARODA,NCM,066/0518,"The Branch Manager,
State Bank of India
Southern Township Branch,
P.O. Petrochemicals Township,
Baroda.",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman II,4000,1,Ren,
123,BARODA,NCM,067/0518,"The Branch Manager,
State Bank of India
Southern Township Branch,
P.O. Petrochemicals Township,
Baroda.",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Mycica Loose Counting,3044,1,Ren,
124,BARODA,NCM,068/0518,"The Branch Manager,
State Bank Of India
Dandia Bazar Branch,
Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100 T.T,3850,2,Ren,
124,,,,,,,,Bradma Chihua,4480,1,Ren,
124,,,,,,,,Robomak T.T,3900,1,Ren,
125,BARODA,NCM,069/0518,"The Branch Manager,
State Bank Of India
Hansot Branch,
Dist. Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Godrej F.T,3898,1,Ren,
125,,,,,,,,Kores T.T,3898,1,Ren,
126,BARODA,NCM,070/0518,"The Branch Manager,
State Bank Of India
Hansot Branch,
Dist. Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Kental,2966,1,Ren,
127,BARODA,NCM,072/0518,"The Branch Manager
State Bank of India 
The Branch Manager,
State Bank of India
Savli Branch,
Dist. Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
127,,,,,,,,Bradma Chihua,4500,1,Ren,
128,BARODA,NCM,073/0518," 
The Branch Manager,
State Bank of India
Desar Branch,
Tal. Savli, Dist. Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
129,BARODA,NCM,074/0518,"
The Chief Manager
State Bank Of India,
Hazira branch,
Dist. Surat.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Sinic NS 150,4500,1,Ren,
130,BARODA,NCM,075/0518,"The Branch Manager,
State Bank of India
Chikhli Branch,
Dist. Navsari.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CT3000,4000,1,Ren,
130,,,,,,,,Bradma Chihua,4500,1,Ren,
130,,,,,,,,Bradma NT2000,4500,1,Ren,
131,BARODA,NCM,076/0518,"The Branch Manager,
State Bank Of India
Anklav branch,
Dist. Anand.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Robomak Floor,4500,1,Ren,
132,BARODA,NCM,078/0518,"The Branch Manager,
State Bank Of India
N.R.I. Anand branch,
Dawat Complex, 
Nr.Bhaikaka Statue,VallabhVidhyanagar, Anand.",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Bradma T.T,4000,1,Ren,
133,BARODA,NCM,079/0518,"The Branch Manager,
State Bank Of India
Derol branch,Ta:Kalol,
Dist. Panchmahal.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma  CT3000,4000,1,Ren,
134,BARODA,NCM,080/0518,"The Branch Manager,
State Bank of India
Lunsikui Branch,
Dist. Navsari.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
135,BARODA,NCM,082/0518,"The Branch Manager,
State Bank Of India
Old Padra Road Branch,
Baroda.",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
136,BARODA,NCM,087/0518,"Branch manager
State bank of india
ONGC Ankleshwar Branch
Ankleshwar
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma Chihua,4000,1,Ren,
136,,,,,,,,Godrej T.T,4000,1,Ren,
137,BARODA,NCM,084/0518,"The Branch Manager,
State Bank Of India
Dakor branch,
Dist. Kheda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma Chihua,4500,1,Ren,
137,,,,,,,,Methodex Floor,4500,1,Ren,
138,BARODA,NCM,085/0518,"The Branch Manager,
State Bank Of India
Dakor branch,
Dist. Kheda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Super Care,3050,1,Ren,
139,BARODA,NCM,081/0518,"The Branch Manager,
State Bank Of India
St Rd Amalsad Branch,
Dist. Navsari
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Godrej T.T,4000,1,Ren,
140,BARODA,NCM,088/0518,"The Branch Manager,
State Bank of India
Bilimora Branch,
P.O.Box No:57, College Road, Dist:Navsari. ",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma CT3000,4000,2,Ren,
140,,,,,,,,Bradma Chihua,4500,1,Ren,
140,,,,,,,,Bradma NT2000,4500,1,Ren,
141,BARODA,NCM,089/0518,"The Branch Manager,
State Bank of India
Katopore Darwaja Branch,
Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Kores Kashman II,4000,1,Ren,
142,BARODA,NCM,090/0518,"The Branch Manager 
State Bank Of India
Magod Branch,
Dist. Valsad.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
143,BARODA,NCM,091/0518,"The Branch Manager,
State Bank of India
Umarsadi Branch,
Dist. Valsad.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Robomak Floor,4500,1,Ren,
144,BARODA,NCM,092/0518,"The Branch Manager,
State Bank of India
Chala  Road Branch
Fortune Square
Near TBZ show room
Vapi.
Dist. Valsad.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,2,Ren,
145,BARODA,NCM,093/0518,"The Branch Manager,
State Bank of India
Atgam Branch,
Dist. Valsad.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
146,BARODA,NCM,094/0518,"The Branch Manager,
State Bank of India
Chhapra Road Branch,
Riba Flats,1stFloor,Sindhi Camp,
Dist. Navsari-396445                              ",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak T.T,4000,1,Ren,
147,BARODA,NCM,095/0518,"The Branch Manager,
State Bank Of India
Vagra Branch,
Dist. Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Godrej T.T,4000,1,Ren,
147,,,,,,,,Robomak Floor,4000,1,Ren,
148,BARODA,NCM,096/0518,"The Branch Manager,
State Bank of India
Kosindra Branch,
Ta:Sankheda
Dist. Baroda.",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Bradma CC3100,4000,1,Ren,
149,BARODA,NCM,097/0518,"The Branch Manager,
State Bank Of India
Pavi Jetpur branch,
Dist. Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Kental loose Note Counting,4565,2,Ren,
150,BARODA,NCM,101/0518,"The Branch Manager,
State Bank Of India
Pavi Jetpur branch,
Dist. Baroda.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Bradma Floor,4500,2,Ren,
150,,,,,,,,Bradma T.T,4000,1,Ren,
150,,,,,,,,Kores T.T,4000,1,Ren,
151,BARODA,NCM,102/0518,"The Branch Manager,
State Bank of India
Kevadia Colony Branch,
Dist. Bharuch.",10/31/2017,1/11/2017 to 31/10/2018,Annually Advance,Bradma CC 3100,4000,1,Ren,
151,,,,,,,,Bradma Chihua,4000,1,Ren,
152,BARODA,NCM,103/0518,"The Branch Manager,
State Bank Of India
Kosamba branch,
Valsad.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Swift T.T,4000,1,Ren,
153,BARODA,NCM,104/0518,"The Branch Manager,
State Bank Of India
Sarigam branch,
Tal. Umergam, Dist. Valsad.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Godrej T.T,4000,1,Ren,
153,,,,,,,,Robomak T.T,4000,1,Ren,
154,BARODA,NCM,105/0518,"The Chief Manager,
State Bank Of India
Vapi I.E. Township Branch,
Dist. Valsad
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Bradma Chihua,4500,3,Ren,
154,,,,,,,,Robomak T.T,4000,5,Ren,
155,BARODA,NCM,106/0518,"The Branch Manager,
State Bank of India
Raopura Branch,
Baroda.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Combo-CSC-05HD,7500,1,Ren,
156,BARODA,NCM,107/0518,"The Branch Manager,
State Bank of India
GNVFC - Chavaj Branch,
Dist. Bharuch.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Kores Kashman II,3478,1,Ren,
157,BARODA,NCM,108/0518,"The Chief Manager,
State Bank of India
Bharuch Main Branch,
Bharuch.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4000,1,Ren,
158,BARODA,NCM,026/0518," 
The Branch Manager,
State Bank of India
Gotri Road Branch,
Baroda.
",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Kental loose Note Counting,3044,1,Ren,
159,BARODA,CCM,025/0518,"The Branch Manager,
C R Scooters
Ground Floor,Regent Tower,
Race Course Circle,Opp Income Tax Office,Baroda",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Maxsell 50i,3500,1,Ren,
160,BARODA,CCM,062/0518,"The Branch Manager
State Bank of India
Paldi Branch
Opp. Kochrab Ashram,
Paldi,
Ahmedabad-380007.
Tel: 079-26577952.
",3/31/2018,1/4/2018 to 31/3/2019,Annually Advance,Maxsell 50i,3500,2,Ren,
161,AHMEDABAD,NCM,063/0518,"The Branch Manager
Central Bank of India
Gandhi Chauk Branch
Post Box 520,
Ashapura Road,
Gandhi Chauk, Jamnagar
M: 8980008924",4/30/2018,1/5/2018 to 30/4/2019,Annually Advance,Bradama Floor,4500,1,Ren,
162,AHMEDABAD,NCM,050/0518,"The Branch Manager
Central Bank of India
Gandhi Chauk Branch
Post Box 520,
Ashapura Road,
Gandhi Chauk, Jamnagar
M: 8980008924",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Robomak Floor,4500,1,Ren,
163,AHMEDABAD,CCM,061/0518,"The Branch Manager
State Bank of India
Amraiwadi Branch
Near Nagarvel Hanuman Mandir,
Rakhial,
Ahmedabad.
Tel: 079-22741787.",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Maxsell 50i,3000,2,Ren,
164,BARODA,NCM,008/0518," 
The Chief Manager,
State Bank of India
Sp. Comm.� Vapi Branch,
Dist. Valsad.
",31/3/2018,1/4/2018 to 31/3/2019,Annually Advance,Methodex Sys Floor,2250,1,Ren,
164,,,,,,,,Robomak Floor,2250,1,Ren,
